Approach,Document_ID,Participants,Interventions,Outcomes,Gold_Participants,Gold_Interventions,Gold_Outcomes
rule_based,11495215,Not Found,Not Found,heart rate | blood pressure | diastolic blood pressure | Heart rate,"Sixty healthy women , half of whom had been using OCs for at least the previous 6 months | two thirds were smokers | One third were nonsmokers .",Oral contraceptive | oral contraceptives ( OCs ) | nicotine | nicotine | OC | nicotine | OC | nicotine | nicotine | OC,"cardiovascular reactivity | cardiovascular and lipid reactivity . | Heart rate , blood pressure , and lipid measures | heart rate and diastolic blood pressure reactivity | cardiovascular or lipid stress reactivity | cardiovascular reactivity"
rule_based,11642083,29 patients | males with Q-MI entered the study  | 106 males | 30 patients,Holter monitoring,Not Found,myocardial infarction | patients on thrombolytic therapy ( TLT ) . | 106 males | Q-MI,Neoton | thrombolytic therapy | neoton | thrombolytic therapy ( TLT ) | TLT | neoton | TLT | streptokinase | streptokinase preparations | neoton . | neoton | neoton | Neoton,"systolic function of the left ventricle , arrhythmia and clinical symptoms | Left ventricular systolic function | arrhythmia | systolic and diastolic volumes | left ventricular systolic dysfunction"
rule_based,11737955,Not Found,200 mg | 100 mg | 2 mg | placebo,Not Found,the 60-year-old | older adults ( 60 ( SE 1 ) years ; BMI 26 ( SE 1 ) kg/m ( 2 ) ) | 60-year-old subjects,Antioxidant supplementation | antipyrine | antioxidant supplementation | dl-alpha-tocopheryl acetate | ascorbic acid | beta-carotene | placebo | Antipyrine | antioxidant supplementation,para- and ortho-hydroxyantipyrine to antipyrine . | thiobarbituric acid reactive substances in plasma . | free radical products of antipyrine .
rule_based,11750293,22 patients | patients with recently diagnosed rheumatoid arthritis ( RA ) and to investigate predictors of depression  | patients with a history of recently diagnosed RA of less than 2 years were assessed on a variety of clinical outcome and process measures on six assessment occasions over a 21-month period ,controlled,initial level | depression,recent onset rheumatoid arthritis : | patients with recently diagnosed rheumatoid arthritis ( RA ) | Twenty-two patients with a history of recently diagnosed RA of less than 2 years | 22 patients,standard outpatient clinic treatment,"disability | illness perceptions | pain | coping | depression . | clinical outcome and process measures | predict depression | depression , disability , pain , beliefs about the consequences of arthritis and coping strategies ."
rule_based,11829043,Not Found,Not Found,WHOQoL score | anxiety | Life Index | STAI score | anxiety level | Anxiety,patients after stoma surgery . Eighteen patients who had undergone stoma surgery | patients after stoma surgery .,progressive muscle relaxation training | progressive muscle relaxation training ( PMRT ) | PMRT,"anxiety level and self-reported quality of life ( QoL ) | Chinese State-Trait Anxiety Inventory ( C-STAI ) , the Quality of Life Index for Colostomy ( QoL-Colostomy ) and the Hong Kong Chinese version of the World Health Organisation Quality of Life Scale ( WHOQoL ) . | C-STAI score | WHOQoL score | WHOQoL | QoL | QoL-Colostomy | quality of life | anxiety"
rule_based,11891832,44 patients | patients with inclusion body myositis in a randomized double-blind placebo-controlled study over 48 weeks ,20mg | controlled | placebo,sum scores | scale scores,inclusion body myositis | 44 patients with inclusion body myositis,methotrexate | placebo . | methotrexate | methotrexate | placebo | methotrexate | methotrexate,"weakness progression | disease progression | Mean change of quantitative muscle strength testing sum scores | Quantitative muscle strength testing sum scores | manual muscle testing sum scores , activity scale scores and patients ' own assessments | Serum creatine kinase activity | progression of muscle weakness | serum creatine kinase activity ."
rule_based,12139812,208 patients,Not Found,Not Found,pterygium | pterygium . | 208 patients | initial pterygium,[ Limbal epithelial autograft transplantation | limbal epithelial autograft transplantation | pterygium excision | excision of pterygium | limbal epithelial autograft transplantation surgery | simple pterygium excision | limbal epithelial autograft transplantation,epithelial healing | abnormal proliferation of pterygium-like tissue .
rule_based,12477021,Not Found,measurement devices,closest level | the level,Thirty-five university students were assessed,Reichert AT550 : | Reichert AT550 . | Reichert Xpert Plus | Goldmann applanation tonometer | Perkins tonometer . | AT550 NCT | Goldmann tonometer | AT550 NCT | Goldmann tonometry,Clinical performance | level of accuracy | measurements | IOP
rule_based,12576806,2 patients | 26 patients | patients with primary ureteropelvic junction obstruction were randomized to undergo 7/14Fr internal endopyelotomy stent placement for 2 ( group 1 ) and 4 ( group 2 ) weeks ,Not Found,filtration rate,57 | patients with primary ureteropelvic junction obstruction,stenting | Internal stenting | stenting | 7/14Fr internal endopyelotomy stent placement,optimum duration of stenting | symptoms | ipsilateral glomerular filtration rate . | drainage pattern . | Stent related symptoms | urinary tract infections | duration | stent related complications .
rule_based,12586799,patients with 1992 American Joint Committee on Cancer stage III to IV ( M0 ) NPC were randomly allocated into two arms  | patients with advanced NPC  | 284 patients | patients with advanced NPC in endemic areas ,400 mg | 20 mg,Not Found,advanced nasopharyngeal carcinoma : | patients with advanced NPC . | From December 1993 to April 1999 | 284 patients with 1992 American Joint Committee on Cancer stage III to IV ( M0 ) NPC | patients with advanced NPC,concurrent chemoradiotherapy | radiotherapy | concurrent chemoradiotherapy ( CCRT ) | radiotherapy ( RT ) | chemotherapy | cisplatin | fluorouracil | CCRT | RT-alone | CCRT | RT-only | CCRT | RT-only | CCRT | CCRT | RT,overall and progression-free survival . | Survival analysis | tumor relapse | 5-year overall survival rates | 5-year progression-free survival rates | toxicity | leukopenia | emesis | treatment-related deaths
rule_based,12595499,Not Found,2.3 mg | placebo,Not Found,people at high cardiovascular risk | people with diabetes | 7674 participants with albuminuria data at baseline and at follow-up | nondiabetic and in diabetic people .,ramipril 's | placebo | Ramipril | Ramipril,clinical proteinuria | progression of albuminuria | microalbuminuria | clinical proteinuria . | progression | albuminuria . | progression of albuminuria .
rule_based,12709693,50 patients,0.05 mg,heart rate | depression | recovery level | bispectral index | intensity score | MPADS score | NRS score,outpatient colonoscopy . | 100 adult patients,remifentanil | propofol | fentanyl | midazolam | propofol | remifentanil | propofol | midazolam | fentanyl | propofol | remifentanil | propofol | fentanyl | midazolam | propofol | remifentanil | propofol,Cardiorespiratory parameters | bispectral index | Numerical Pain Rating Scale ( NRS ) | recovery level | return of psychomotor efficiency | Aldrete scale | Modified Post Anesthesia Discharge Scoring ( MPADS ) system | pain intensity score | maximum MPADS score | mean arterial pressure and heart rate and signs of respiratory depression | analgesia | hemodynamic stability | respiratory depression | rapid recovery
rule_based,1286547,patients with borderline hypertension were randomly allocated to placebo or nitrendipine treatment  | patients with borderline hypertension  | patients with IDDM-type diabetes mellitus ,controlled | 20 mg | placebo,plasma levels,borderline hypertensive patients with IDDM-type diabetes mellitus . Twenty-nine IDDM patients with borderline hypertension | diabetic patients with borderline hypertension .,dihydropyridine calcium channel blocker | nitrendipine | placebo | nitrendipine | Nitrendipine | placebo | nitrendipine | nitrendipine | nitrendipine,platelet thromboxane formation | Stimulated platelet thromboxane formation | plasma levels of platelet factor 4 and aggregation responses to collagen and ADP | thromboxane formation | Exercise induced change of thromboxane synthesis | PF4 plasma levels | Whole blood aggregation after collagen stimulation | aggregation | collagen dependent platelet activation
rule_based,12960652,21 patients,Not Found,Not Found,"infants | gastrointestinal diseases | infants with different gastrointestinal diseases | 21 patients | age 0-2 months | 40 healthy infants | age 0-2 months | patients suffered from partial or total intestinal obstruction , necrotizing enterocolitis or pyloric stenosis.All infants were fasting",epigastric impedance | Epigastric impedance | epigastric impedance | epigastric impedance,epigastric impedance | phasic activity | frequency phasic activity | phasic activity
rule_based,1459268,Not Found,Not Found,Not Found,in vitro fertilization ( IVF ) | Forty-eight patients having IVF for the first time | undergoing IVF,gonadotropin-releasing hormone agonist | gonadotropin-releasing hormone agonist ( GnRH-a ) | GnRH-a .,"usefulness | Response to ovarian stimulation and occurrence of spontaneous luteinizing hormone ( LH ) surges . | ovulation induction , fertilization , and pregnancy rates | LH surge ."
rule_based,14679127,patients with advanced epithelial ovarian cancer who had failed one prior platinum-based regimen  | 226 patients | Patients with bidimensionally measurable disease were randomised to topotecan ( 1,1.5 mg | 175 mg,survival rate,advanced epithelial ovarian carcinoma . | patients with advanced epithelial ovarian cancer who had failed one prior platinum-based regimen . | Patients with bidimensionally measurable disease | 226 | ovarian cancer .,topotecan | paclitaxel | topotecan | paclitaxel | topotecan | paclitaxel | topotecan | paclitaxel | topotecan | paclitaxel | Topotecan | paclitaxel | topotecan,European Organisation for Research and Treatment of Cancer Quality of Life ( EORTC QOL ) -C30 questionnaire | pain | anorexia | diarrhoea | fatigue | nausea | vomiting | dyspnea | constipation | insomnia | progression | median survival | efficacy | survival | haematological toxicity . Non-haematological toxicity
rule_based,14739125,subjects with low HDL ,120 mg | placebo,drug levels | levels,healthy young | Five groups of 8 subjects each,torcetrapib . | cholesteryl ester transfer protein ( CETP ) inhibitor torcetrapib | placebo | torcetrapib | Torcetrapib,plasma drug levels | Total plasma cholesterol | nonHDL-C | low-density lipoprotein cholesterol | Apolipoprotein A-I and E | apoB | Cholesteryl ester content | triglyceride
rule_based,14763035,patients with LVH  | patients with LVH [ left ventricular mass index ( LVMi ) > 110 g/m2 for women and LVMi > 137 g/m2 for men ] were randomized to 12 months ' administration of either the ARB valsartan ( n = 14 ) or a placebo ( n = 10 ) ,placebo,mass index | target blood pressure | augmentation index,left ventricular hypertrophy | patients on continuous ambulatory peritoneal dialysis ( CAPD ) . | 24 CAPD patients with LVH [ left ventricular mass index ( LVMi ) > 110 g/m2 for women | LVMi > 137 g/m2 for men,Valsartan | selective angiotensin II receptor blocker ( ARB ) | ARB valsartan | placebo | ARB . | ARB | placebo | ARB,"blood pressure ( BP ) | aortic and large-artery compliance | arterial wave reflections [ pulse wave velocity ( PWV ) | augmentation index ( AI ) application tonometry ] | cardiac echocardiography . | body weight , BP ( mercury sphygmomanometer ) , serum creatinine , electrolytes , complete blood cell counts , urine volume , drainage volume , and weekly creatinine clearance . | Systolic and diastolic BP | LVMi | LVMi | PWV | AI | LVMi"
rule_based,15014018,2000 patients | 713 patients | patients with stage IIB and III melanoma have participated in four multicenter  | patients with high-risk resected melanoma ,Not Found,Not Found,Nearly 2000 patients with stage IIB and III melanoma | patients with high-risk resected melanoma,interferon | IFN-alpha 2b | IFN-alpha 2b ( HDI ) | Obs | HDI | Obs | HDI | Obs,relapse-free survival ( RFS ) | overall survival ( OS ) | RFS | OS | RFS | OS
rule_based,15133359,18 patients | 16 patients,0.0 ml | 3.4 ml,Not Found,biventricular implantation | Thirty-four consecutive patients,catheters | guiding catheter alone | GCA | electrophysiology catheter advanced | electrophysiology catheter aided | EPA | GCA | GCA | EPA | EPA | GCA | EPA | GCA | EPA | GCA,"CS cannulation time | Time to successful catheterization of CS | Fluoroscopy time | contrast dye volume | procedural time , fluoroscopy time | contrast dye volume"
rule_based,15193668,Not Found,Not Found,Not Found,peers | peers | child with autism . Children | 576 | M age = 10.06 | children 's,descriptive ( AUT-D ) | descriptive and explanatory information ( AUT-D + E ) . | descriptive and explanatory information,peers ' perceptions | peers ' perceptions | behavioral intentions | ( Adjective Checklist ) | ( Shared Activities Questionnaire ) | children 's attitudes | behavioral intentions
rule_based,15358868,Not Found,Not Found,Not Found,adults with autism . | adults with autism . | adults with autism,,searching for targets . | visual search performance | visual discrimination ability . | unique item detection
rule_based,15848261,Not Found,Not Found,clinical scores,stroke patients ] | post-acute hemiparetic patients | Twenty-six patients within 3 months of onset of stroke,conventional physical therapy alone | specialised balance retraining program | physical therapy | therapy and retraining | conventional therapy | therapy | standing balance training by biofeedback ( BPM Monitor ) | conventional therapy .,gait improvement | Gait spatiotemporal parameters | clinical scores | time between stroke and the beginning of walking | Gait velocity | walking pattern | duration of the paretic limb single stance . | duration of the reception double stance on the paretic limb
rule_based,15854186,98 patients,controlled | placebo,Not Found,flexible nasendoscopy : | 98 patients | flexible nasendoscopy . | flexible nasendoscopy .,Cophenylcaine | placebo | cophenylcaine | placebo | cophenylcaine | cophenylcaine,"pain , unpleasantness of taste and overall discomfort experienced . | pain and discomfort | pain or overall discomfort | sensation of bad taste | unpleasantness | pain | unpleasantness of taste ."
rule_based,15858959,Not Found,250 mg | controlled | placebo,Not Found,children | acute diarrhoea | children with acute diarrhoea . | Two hundred children | acute diarrhoea in children,Saccharomyces boulardii | Saccharomyces boulardii . | S. boulardii | S. boulardii | S. boulardii | placebo | placebo | S. boulardii | placebo | S. boulardii | placebo | S. boulardii | S. boulardii | placebo | placebo | S. boulardii | S. boulardii | S. boulardii,average stool frequency | duration of diarrhoea | duration of hospital stay | duration of acute diarrhoea | duration of hospital stay
rule_based,16167234,Not Found,Not Found,fatigue score | serum level | fatigue scores,after digestive surgery ] | digestive surgery patients . | Forty patients who underwent digestive surgery | digestive surgery patients .,amino acid enriched formula | branch chain amino acid ( BCAA ) enriched formula | BCAA enriched | routine amino acid | BCAA | BCAA-enriched | BCAA enriched formula,"postoperative fatigue | nutritional status | nutritional status | postoperative fatigue | Nitrogen balance , serum total protein , albumin , prealbumin , transferrin , retinol binding protein and postoperative fatigue score | cumulative postoperative fatigue scores | nitrogen balance | cumulative nitrogen balance | serum total protein , albumin , prealbumin , transferrin | serum level of retinol binding protein | postoperative fatigue score | nutritional status"
rule_based,16295154,Not Found,the usual care | of usual care,distress,parents of children | autistic spectrum disorder | Parents of children | diagnosis of autistic spectrum disorder ( ASD ) | parents of children with ASD,"Intervention | nursing intervention | post-diagnosis nursing intervention | usual care | contact with a pediatric nurse practitioner ( PNP ) for counseling , instruction , and assistance with implementation of the recommended treatment plan | usual care | consultation session to receive the results of diagnostic tests and a written copy of the recommended treatment plan","parents ' reports of stress | impact of event ( diagnosis ) | use of services | "" impact of event "" | "" perceived stress """
rule_based,16427787,Not Found,a music | controlled | placebo,Not Found,human,melatonin | melatonin | Melatonin | placebo | melatonin | melatonin | melatonin | melatonin,effects | task-related activity | subjective measurements of fatigue . | activation in the left parahippocampus | brain activity | fatigue
rule_based,16505427,patients with cancer  | patients with cancer-associated anemia ,Not Found,Hb levels,anemic patients with cancer . | patients with cancer-associated anemia . | Three hundred sixty-five patients,erythropoietin | epoetin alfa | epoetin alfa | epoetin alfa | epoetin alfa | epoetin alfa | epoetin alfa | epoetin alfa .,requiring transfusions | hemoglobin ( Hb ) increment | drug dose | Hb | Hb | Toxicities | thromboembolism | overall survival | global quality of life ( QOL ) | global QOL | QOL | transfusion needs | QOL . | Hb increment
rule_based,1669598,5 patients | 2 patients | 10 patients | patients with asthma due to HDM were studied in a blind fashion ,40 mg | placebo,symptoms score | side effects,10 patients with asthma due to HDM,immunotherapy | immunotherapy | local immunotherapy | powder extract of house dust mite ( HDM ) | parenteral immunotherapy ( PI ) | placebo | lactose | disodium cromoglycate ( DSCG ),efficacy | tolerability | symptoms score | peak expiratory flow ( PEF ) -derived parameters | bronchial response | bronchial responsiveness | immunologic humoral and cellular parameters in peripheral blood | local important adverse reactions | systemic side effects | systemic side effects .
rule_based,17293018,patients with CDAD to demonstrate the safety of consuming anti-CD WPC to prevent relapse of the infection  | patients with C | 77 patients | patients with CDAD ,event monitoring,Not Found,patients with C. difficile-associated diarrhea ( CDAD ) | 77 patients with CDAD | patients with CDAD . | individuals with CDAD,whey protein concentrate | whey protein concentrate | immunized against Clostridium difficile ( C. | anti-C. difficile whey protein concentrate ( anti-CD WPC ) | anti-CD WPC | regular whey protein concentrate . | anti-CD WPC | anti-CD WPC | anti-CD WPC,safe | safe
rule_based,17321989,patients with acute myeloid leukemia ( AML ) or myelodysplastic syndromes ( MDS ) during and after chemotherapy  | patients with AML or MDS who received chemotherapy and that the efficacy of itraconazole for prophylaxis against systemic fungal disease is not inferior to that of fluconazole  | 9 patients | patients with neutrophil counts of > 0 | patients with MDS or in the remission-induction phase of chemotherapy  | patients with acute myeloid leukemia and myelodysplastic syndromes : a Japanese multicenter randomized  | patients with AML or in the consolidation phase of therapy  | 7 patients,controlled,Not Found,patients with acute myeloid leukemia and myelodysplastic syndromes : | Japanese | patients with acute myeloid leukemia ( AML ) or myelodysplastic syndromes ( MDS ) during and after chemotherapy . | patients with AML or MDS who received chemotherapy,itraconazole | fluconazole | fluconazole | itraconazole | itraconazole | fluconazole,Adverse events | probable or possible infections | frequency of infection
rule_based,17616069,50 women | women with clinical and lab signs of postpartal anemia ,500 mg | the monitoring,Not Found,postpartum | Prague | Prague | 50 women | clinical and lab signs of postpartal anemia,trivalent ferrum preparation ] | trivalent ferrum preparation . | sacharose ferric oxide ( Venofer ) | Venofer | trivalent saccharose ferric oxide,effectivity | safeness | values of red blood count | serum values of soluble transferrin receptors and ferritin | iron cell saturation | body iron reserves | adverse events | effective | serious adverse event
zero_shot_flan_t5,10070173,patients,budesonide,quality of life,seasonal allergic rhinitis . | Two hundred and eighty-four out-patients | SAR | symptomatic during the ragweed season | 243 | SAR .,budesonide Turbuhaler | budesonide aqua | budesonide Turbuhaler | budesonide aqua | budesonide . | Turbuhaler | Turbuhaler | aqua spray | budesonide aqua | budesonide Turbuhaler | budesonide powder | Turbuhaler | aqua,patients ' preferences | quality of life . | Mean daily nasal symptom scores | eye symptoms . | nasal and non-nasal adverse events | epistaxis | headache . | nasal irritation | quality of life | safe | efficacious
zero_shot_flan_t5,10390665,paediatric patients,granisetron or perphenazine,anti-emetic efficacy of granisetron compared with perphenazine,children . | tonsillectomy with or without adenoidectomy | children | 90 paediatric patients | ASA I | aged 4-10 years | children undergoing general anaesthesia for tonsillectomy,granisetron | perphenazine | granisetron | perphenazine | granisetron | perphenazine | granisetron | perphenazine | granisetron | perphenazine,"Anti-emetic efficacy | prevention | efficacy | complete response , defined as no emesis with no need for another rescue antiemetic | corresponding incidence | adverse events | long-term prevention | post-operative vomiting"
zero_shot_flan_t5,10475150,patients with primary hypothyroidism,somatostatin,nocturnal melat,healthy volunteers and in patients with primary hypothyroidism . | 8 healthy volunteers | 6 women | untreated primary hypothyroidism | healthy volunteers | patients with hypothyroidism | normal subjects and in patients with primary hypothyroidism,somatostatin ( octreotide ) | Somatostatin | somatostatin | saline | octreotide ( Sandostatin ; | octreotide | saline . | octreotide | octreotide | saline ; | octreotide | saline . | octreotide | octreotide | saline ; | octreotide | somatostatin . | somatostatin | octreotide | somatostatin,melatonin secretion | melatonin secretion . | melatonin secretion | nocturnal melatonin secretion | melatonin secretion | urinary excretion of melatonin | GH secretion | nocturnal melatonin secretion | Urinary excretion of melatonin | total nocturnal secretion of TSH | nocturnal secretion and urinary excretion of melatonin
zero_shot_flan_t5,10578479,women,soy intake,menstrual function or serum sex hormones,premenopausal women . | 36 premenopausal women | 20 | used OC | premenopausal OC | non-OC users .,soy | soy | soy | soy | soy beverage | soy | soy,"sex hormone metabolism | sex hormone metabolism | serum estrone , estradiol , sex hormone-binding globulin , dehydroepiandrosterone sulfate , prolactin , or progesterone concentrations | menstrual cycle length or the urinary estrogen metabolite ratio of 2-hydroxyestrone to 16 alpha-hydroxyestrone | urinary estrogen metabolites | menstrual cycle , serum sex hormones , or urinary estrogen metabolite ratio"
zero_shot_flan_t5,10589810,periodontal patients,root instrumentation,Clinical effects of root instrumentation,40 subjects | 20 | 20,plastic curettes | conventional steel curettes | conventional steel curettes | plastic curettes | non-root substance removing curettes,Clinical effects | clinical effects | bleeding on probing ( BOP ) and probing pocket depth ( PPD ) | BOP percentage | BOP and PPD | BOP percentage | BOP | BOP
zero_shot_flan_t5,10763172,inpatients,xylometazoline and dexpanthenol,efficacy and tolerability of an application-form of the new combination of Xylometazoline with Dexpanthenol,after nose surgery | 61 inpatients with the diagnosis Rhinitis following nasal operation | patients following nasal operations | rhinitis following nasal operation,xylometazoline | dexpanthenol ] | Xylometazoline | Dexpanthenol ( Nasic ) | Xylometazoline | verum | placebo | Xylometazoline-Dexpanthenol | Xylometazoline | Xylometazoline-Dexpanthenol | Xylometazoline,wound healing | efficacy | tolerability | nasal-breathing-resistance according to scores | efficacy | tolerability | compliance | improvement | efficacy | tolerability
zero_shot_flan_t5,10764172,Forty patients,"intrathecal 0.5 mg morphine ( Group IT0.5 ) , intrathecal 0.1 mg morphine ( Group IT0.1 ) or 10 mg morphine i.v. ( Group IV )",NK cell activation,underwent hysterectomy | Forty patients were divided into four groups of ten .,morphine | morphine | morphine | morphine | morphine | morphine,NK cell activity | natural killer ( NK ) cell activity | postoperative pain score and side effects | NK cell activity | NK cell activities | plasma adrenaline | noradrenaline concentrations | plasma cortisol levels | pain score
zero_shot_flan_t5,10912743,hypertensive patients,low-dose aspirin,clinical and ambulatory blood pressure,treated hypertensive patients . | hypertensive patients receiving drug treatment | people with one or more cardiovascular risk factors . | hypertension | 142 hypertensive | 76 men | 66 women | mean age 59 +/- 5.9 years | treated with different antihypertensive drugs,aspirin | aspirin | aspirin | aspirin | vitamin E | aspirin | aspirin | aspirin | aspirin | aspirin,clinic and ambulatory blood pressure | blood pressure ( BP ) control | clinic and ambulatory systolic ( SBP ) and diastolic ( DBP ) BP | clinic BP | 24-h ambulatory BP monitoring | clinic SBP and DBP | Ambulatory SBP and DBP | BP
zero_shot_flan_t5,10934569,children with pervasive developmental disorder,intensive treatment or parent training,children with pervasive developmental disorder,children | pervasive developmental disorder | Young children | pervasive developmental disorder | 7 | autism | 8 | pervasive developmental disorder not otherwise specified -- NOS | 7 with autism | 6 with pervasive developmental disorder NOS | Children | pervasive developmental disorder,intensive early intervention | intensive treatment | parent training . | intensive treatment | parent training | parent training . | intensive treatment | parent training,intelligence | visual-spatial skills | language | academics | adaptive functioning | behavior problems .
zero_shot_flan_t5,10940525,veterinary patients,selamectin,beneficial effect of selamectin treatment,"dogs and cats presented as veterinary patients in North America . | dogs and cats | dogs and cats showing signs of flea allergy dermatitis ( FAD ) . | Dogs and cats with naturally occurring flea infestations , some of which also had signs associated with FAD | 220 dogs , 189 cats | dogs and cats diagnosed clinically with FAD . | 397 dogs free of adult heartworm infection from four heartworm-endemic areas of the USA | 673 dogs and 347 cats | 19 purebred or crossbred Collies ( Bearded , Border , and unspecified ) . | dogs and cats | dogs and cats .",selamectin | selamectin | selamectin | selamectin | selamectin | fenthion | pyrethrins | Selamectin | selamectin-treated | Selamectin | selamectin | ivermectin | Selamectin | Selamectin | selamectin | Selamectin,Efficacy | safety | efficacy | safety | flea comb counts | clinical evaluations of FAD | mean flea counts | mean flea counts | mean flea counts | mean flea counts | heartworm prevention rate | adverse events . | effective | signs associated with FAD . | heartworms | safe
zero_shot_flan_t5,11099086,children,oral ciprofloxacin or intramuscular ceftriaxone,Acute invasive diarrhea requiring an emergency visit in southern Israel .,acute invasive diarrhea | children | children . | acute invasive diarrhea | infants and children | 201 | children ages 6 months to 10 years ( 35 % < 1 year ; 70 % < 3 years ) presenting with acute invasive diarrhea at the Pediatric Emergency Room | ambulatory pediatric patients requiring an emergency room visit .,ciprofloxacin | ceftriaxone | ceftriaxone | ciprofloxacin | ciprofloxacin | ceftriaxone | ciprofloxacin | ceftriaxone | ciprofloxacin | ciprofloxacin | ceftriaxone | ciprofloxacin | ceftriaxone,"efficacy | safety | Stool cultures for Shigella , Salmonella , Campylobacter spp . and diarrheagenic Escherichia coli | Clinical response and safety | Clinical cure or improvement | adverse events | Joint examination | safe | effective"
zero_shot_flan_t5,11229858,children with malaria,antipyretic drugs,fever peaks,children | malaria | children | malaria | malaria .,antipyretic drugs | antipyretics | naproxen | metamizol | Antipyretic,reduction of fever peaks . | fever clearance
zero_shot_flan_t5,1131298,10 healthy subjects,Garlic and onion,Obesity and hyperlipemia,10 healthy subjects,essential oils of garlic and onion | garlic and onion | garlic or onion | essential oils | Garlic and onion | garlic | onion . | garlic and onion,serum cholesterol and plasma fibrinogen | coagulation time | fibrinolytic activity . | effects
zero_shot_flan_t5,11317090,persons with osteoarthritis,aquatic exercise,cost per quality-adjusted life year,persons with osteoarthritis . | 249 adults from Washington State aged 55 to 75 | doctor-confirmed diagnosis of osteoarthritis,aquatic exercise | aquatic exercise classes | aquatic classes . | aquatic classes . | Aquatic exercisers | Aquatic exercise | aquatic exercise .,"Economic evaluation | cost | outcomes | Cost per quality-adjusted life year ( QALY ) | cost/QALY | Quality of Well-Being Scale ( QWB ) | Current Health Desirability Rating ( CHDR ) | arthritis-specific Health Assessment Questionnaire ( HAQ ) , Center for Epidemiologic Studies-Depression Scale ( CES-D ) | Perceived Quality of Life Scale ( PQOL ) | QALYs . Use of health care facilities | Medicare reimbursement rates | costs/QALY ratios | ( QWB ) | ( CHDR , HAQ , PQOL ) | Costs/QALY | QWB | CHRD . | QALY"
zero_shot_flan_t5,11381289,patients at high risk for cardiovascular events,ramipril,Heart Outcomes Prevention Evaluation,patients at high risk for cardiovascular events .,ramipril | angiotensin-converting enzyme ( ACE ) inhibitor | ramipril | vitamin E | ACE inhibitor,"rates of death , myocardial infarction , stroke , coronary revascularization , cardiac arrest and heart failure | risk of diabetes-related complications and of diabetes itself ."
zero_shot_flan_t5,11401641,53 patients,latanoprost,Intraocular pressure ( IOP ),"patients insufficiently controlled on timolol . | patients with open angle glaucoma or ocular hypertension where IOP is not adequately controlled with timolol . | 53 patients with primary open angle glaucoma , capsular glaucoma , or ocular hypertension with an IOP of at least 21 mmHg on current therapy",timolol | latanoprost | latanoprost | timolol | timolol | timolol | timolol | latanoprost | latanoprost | timolol .,IOP-reducing | intraocular pressure ( IOP ) | IOP | IOP | IOP | IOP | IOP | IOP
zero_shot_flan_t5,11454878,patients with measurable and assessable disease,pegylated liposomal doxorubicin,efficacy and safety,"patients with epithelial ovarian carcinoma that recurred after or did n't respond to first-line , platinum-based chemotherapy . | Patients with measurable and assessable disease | 474",pegylated liposomal doxorubicin | topotecan . | pegylated liposomal doxorubicin ( PLD ) | topotecan | PLD | topotecan | PLD | topotecan | PLD | topotecan | PLD | topotecan | PLD | PLD | topotecan . | PLD | topotecan | topotecan | topotecan | PLD,efficacy | safety | overall progression-free survival rates | overall response rates | Median overall survival times | overall survival | Severe hematologic toxicity | efficacy | safety
zero_shot_flan_t5,11495215,nonsmokers,oral contraceptives,cardiovascular reactivity,"Sixty healthy women , half of whom had been using OCs for at least the previous 6 months | two thirds were smokers | One third were nonsmokers .",Oral contraceptive | oral contraceptives ( OCs ) | nicotine | nicotine | OC | nicotine | OC | nicotine | nicotine | OC,"cardiovascular reactivity | cardiovascular and lipid reactivity . | Heart rate , blood pressure , and lipid measures | heart rate and diastolic blood pressure reactivity | cardiovascular or lipid stress reactivity | cardiovascular reactivity"
zero_shot_flan_t5,11642083,males with Q-MI,neoton,"systolic function of the left ventricle, arrhythmia and clinical symptoms",myocardial infarction | patients on thrombolytic therapy ( TLT ) . | 106 males | Q-MI,Neoton | thrombolytic therapy | neoton | thrombolytic therapy ( TLT ) | TLT | neoton | TLT | streptokinase | streptokinase preparations | neoton . | neoton | neoton | Neoton,"systolic function of the left ventricle , arrhythmia and clinical symptoms | Left ventricular systolic function | arrhythmia | systolic and diastolic volumes | left ventricular systolic dysfunction"
zero_shot_flan_t5,11737955,older adults,antioxidant supplementation,antipyrine hydroxylates,the 60-year-old | older adults ( 60 ( SE 1 ) years ; BMI 26 ( SE 1 ) kg/m ( 2 ) ) | 60-year-old subjects,Antioxidant supplementation | antipyrine | antioxidant supplementation | dl-alpha-tocopheryl acetate | ascorbic acid | beta-carotene | placebo | Antipyrine | antioxidant supplementation,para- and ortho-hydroxyantipyrine to antipyrine . | thiobarbituric acid reactive substances in plasma . | free radical products of antipyrine .
zero_shot_flan_t5,11750293,Twenty-two patients with a history of recently diagnosed RA,depression,A variety of clinical out,recent onset rheumatoid arthritis : | patients with recently diagnosed rheumatoid arthritis ( RA ) | Twenty-two patients with a history of recently diagnosed RA of less than 2 years | 22 patients,standard outpatient clinic treatment,"disability | illness perceptions | pain | coping | depression . | clinical outcome and process measures | predict depression | depression , disability , pain , beliefs about the consequences of arthritis and coping strategies ."
